brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_log,milage_log
BMW,335 i,2009,123000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,15000,9.61587214452889,11.719947764402807
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,49900,10.817796321618971,10.122663242288953
Ford,Explorer Sport,2016,95500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,20000,9.90353755128617,11.466891997618188
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Black,Brandy,None reported,Yes,479995,13.081533049516018,8.36264243156764
Lexus,LX 570 Three-Row,2021,48300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,82000,11.314486721293981,10.785207543360087
BMW,M3 Base,2008,94000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Red,None reported,Yes,25999,10.165851817003619,11.451060699493427
Nissan,Xterra Pro-4X,2011,183000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,12000,9.392745258631441,12.117246896289503
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,11500,9.350189267092581,11.745829230056598
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16000,9.680406499268875,11.383875444552215
Cadillac,CTS-V Base,2012,45000,Gasoline,556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,41500,10.633472802314019,10.714439990727769
Aston Martin,Vantage Base,2022,1023,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,156900,11.963370312187111,6.931471805599453
Lexus,GX 460 Base,2015,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,37500,10.53212287826962,11.571203807011969
GMC,Acadia SLT-1,2019,51300,Gasoline,193.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500,10.146472946063877,10.84546552414626
Ford,Bronco Sport Big Bend,2021,30176,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Black,Medium Dark Slate,None reported,Yes,28979,10.274361215874674,10.314835323802448
Nissan,Titan SV,2021,27598,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,39884,10.59375559234523,10.225534819164793
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,9499,9.159047077588632,11.580593459194764
Land Rover,Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,65000,11.082157933374816,9.770013301136158
RAM,2500 Laramie,2017,117878,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,42000,10.645448706505872,11.67741395361239
Nissan,Murano SL,2010,138700,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,7000,8.853808274977197,11.840075816082267
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,12350,9.421492310438014,11.932089644193898
BMW,428 i xDrive SULEV,2016,77000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,26999,10.203592144986466,11.251573687764477
Ford,Focus RS Base,2017,26000,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,37000,10.518700218288165,10.165890277802454
Lexus,CT 200h Premium,2014,131200,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Brown,Brown,None reported,Yes,14000,9.546884034617925,11.784485777414298
Buick,Enclave Leather,2017,83280,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Quicksilver Metallic,Ebony,None reported,Yes,20599,9.933046354777673,11.329975710901676
BMW,M3 Base,2015,59000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,53500,10.887455624298198,10.985309671896763
Volkswagen,Arteon 2.0T SEL R-Line,2020,15500,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,30000,10.308985993422082,9.648659816955295
BMW,X6 xDrive35i,2013,90000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,19950,9.901034546375062,11.407576060361786
INFINITI,G35 Base,2006,94000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,At least 1 accident or damage reported,Yes,10995,9.305286849285137,11.451060699493427
Hummer,H2 Base,2008,63750,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,55000,10.915106645867503,11.062740149172154
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,15990,9.679781342959442,11.466891997618188
Acura,ILX Premium Package,2019,37900,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,26000,10.165890277802454,10.542732775946709
Porsche,911 GT3,2015,13250,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Gray,None reported,Yes,154900,11.950541482162043,9.491828300264636
RAM,1500 Longhorn,2019,76249,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Mountain Brown,At least 1 accident or damage reported,Unknown,40995,10.621229779951454,11.241772694469658
BMW,M3 Base,2001,81000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,39000,10.571342565808699,11.302216779257382
Chevrolet,Suburban LT,2022,37806,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,60894,11.01690634852121,10.540249549648204
Dodge,Ram 2500 ST,2010,151544,Gasoline,355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,Gray,At least 1 accident or damage reported,Yes,17700,9.781376414141157,11.928637889529943
Chevrolet,Camaro 2SS,2012,60345,Gasoline,400.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Yellow,Black,None reported,Yes,26950,10.201775681400134,11.00784994429592
Dodge,Challenger SE,2010,90305,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,12000,9.392745258631441,11.410959182380418
Jeep,Grand Cherokee L Limited,2022,13275,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,42599,10.659609532257463,9.493713172839865
Chevrolet,Camaro 2SS,2018,8660,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,45000,10.714439990727769,9.066585468331045
Ford,F-350 Lariat,2021,28220,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,Yes,73600,11.206413891581187,10.247821660640062
Ford,F-250 King Ranch,2015,97700,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,–,None reported,Yes,39950,10.595408982170255,11.489667073393028
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,98000,11.49273296168228,8.343077871169383
Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,None reported,Yes,199991,12.206032644730152,10.218480757480217
Lincoln,MKC Reserve,2016,100000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,24000,10.085850775128717,11.51293546492023
Ford,Excursion Limited,2001,333361,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,17000,9.741027444837728,12.716984265598377
Land Rover,Discovery SE,2018,63295,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,29993,10.308752640641625,11.055577414982384
Land Rover,Defender V8,2022,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,96500,11.477308649967686,8.006700845440367
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Gray,None reported,Yes,25500,10.146472946063877,11.538641943474865
Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,99000,11.502885230075814,10.591647316585027
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,40100,10.599156550639583,11.728044909070785
Tesla,Model 3 Base,2022,12080,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,36750,10.511920715155128,9.399389249519563
Lexus,LX 570 Three-Row,2018,39300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,69500,11.149096419938578,10.579005242826247
INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,–,At least 1 accident or damage reported,Yes,29000,10.275085591132715,10.839600519357369
Rivian,R1S Adventure Package,2023,250,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,97500,11.487617913343598,5.5254529391317835
Land Rover,Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,35999,10.491274217438248,11.112462823634855
INFINITI,QX60 Base,2014,95400,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,14195,9.560715513766388,11.465844339561734
Hyundai,Sonata GLS,2013,136991,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,11000,9.305741456739435,11.827677808944673
Toyota,Tundra Limited,2022,3959,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,55000,10.915106645867503,8.283999304248526
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,31000,10.34177474101152,10.768506042432708
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,13000,9.472781556562168,12.082163382806353
Tesla,Model 3 Performance,2021,33000,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,None reported,Yes,55000,10.915106645867503,10.404293143019792
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27500,10.221977646629885,10.451637862362272
RAM,2500 SLT,2014,84500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,34000,10.434145214930487,11.344518647594766
Kia,Sorento Hybrid EX,2022,36100,Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,White,None reported,Yes,37500,10.53212287826962,10.494075844768336
Hyundai,Genesis 3.8,2015,92225,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000,9.741027444837728,11.431997365452988
Jeep,Compass Latitude,2020,17500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,25695,10.154090616746489,9.770013301136158
Ford,Fusion SE,2011,114323,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,6000,8.699681400989514,11.64679180149478
Toyota,FJ Cruiser Base,2014,92000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,Yes,27500,10.221977646629885,11.429554725537322
BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,2.0 Liter DOHC T/C,Automatic,Carbon Black Metallic,Black,None reported,Yes,29998,10.308919326755392,10.275947259030309
Dodge,Durango SRT 392,2021,17000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,65000,11.082157933374816,9.741027444837728
Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,13000,9.472781556562168,11.477059916950205
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127,10.574593602219194,10.499903544136302
Land Rover,Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,35000,10.463131911491967,10.94804836055082
Nissan,Murano SV,2021,23677,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Sunset Drift Chromaflair,Graphite,None reported,Yes,29510,10.292518354180867,10.072301625971582
Buick,Envision Essence,2020,27340,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,31700,10.36410350510914,10.216142686053809
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,None reported,Yes,41986,10.6451153255436,10.172674642351664
Pontiac,Solstice GXP,2009,122348,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,10000,9.210440366976517,11.714632895564021
BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,22500,10.021315031649332,11.49273296168228
Tesla,Model 3 Standard Range Plus,2019,32300,Gasoline,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29000,10.275085591132715,10.382853468483827
MINI,Countryman Cooper S,2019,18997,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,26750,10.19432713480299,9.852088989450127
Porsche,Boxster GTS,2016,40350,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,67995,11.12720415889866,10.605371456538457
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Brown,None reported,Yes,14300,9.568084743872936,11.963089841249072
Bentley,Continental GT GT Speed,2022,1919,Gasoline,12 Cylinder Engine,8-SPEED A/T,Granite,Porpoise,None reported,Yes,289991,12.577608615375254,7.560080465021827
BMW,X5 M Base,2017,61773,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,46000,10.736418414365376,11.03123784294756
Ford,Mustang GT Premium,2011,74500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,22000,9.99884318585288,11.218567827096358
Jeep,Compass Sport,2016,99000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,5000,8.517393171418904,11.502885230075814
INFINITI,G37 Sport,2008,63496,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,15000,9.61587214452889,11.058747939670257
Ford,F-150 XLT,2022,18465,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,None reported,Yes,47500,10.768506042432708,9.823686482332572
Porsche,911 Carrera 4S,2007,42635,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,72995,11.198159924108706,10.660454245809028
INFINITI,G35 Base,2005,99000,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,18900,9.846970109700957,11.502885230075814
Chrysler,300C Base,2013,87500,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,13750,9.528866827722945,11.37940550085183
Toyota,Camry Solara SLE,2007,138000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,6800,8.824824939175638,11.835016210489899
Lexus,IS 300 Base,2018,70891,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28995,10.274913168420769,11.16891287117503
Buick,Enclave Essence,2020,55403,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,29444,10.290279395378672,10.92240707229499
BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,89995,11.407520503880274,8.075271546297458
Pontiac,GTO Base,2005,142314,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Red,At least 1 accident or damage reported,Yes,21999,9.998797732340453,11.865798189625886
Toyota,FJ Cruiser Base,2013,53000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,36740,10.511648576689398,10.87806606028079
Hyundai,Elantra SE,2014,120250,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7500,8.922791623969637,11.697336503941745
Porsche,Macan S,2015,72329,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,29500,10.292179440058462,11.188994259843327
Hummer,H3 Base,2007,153692,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,None reported,Yes,9995,9.209940291954844,11.942712385223459
Tesla,Model 3 Long Range,2021,32670,Gasoline,Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,37000,10.518700218288165,10.394243113248184
Ford,Transit-350 Base,2018,235000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18000,9.798182590890704,12.367345048436391
Rivian,R1T Launch Edition,2022,8681,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,82000,11.314486721293981,9.06900719585954
Audi,S4 3.0 Prestige,2012,98400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,18000,9.798182590890704,11.496806245590331
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,46500,10.747229096720554,7.244941546337007
Tesla,Model 3 Mid Range,2018,32000,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29999,10.308952660644293,10.373522431293592
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,130000,11.775297421715827,11.227268008266776
Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,None reported,Yes,12500,9.433563920090563,11.451060699493427
Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,18700,9.83633227734872,11.11767302953823
BMW,M3 Base,2001,66500,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,21000,9.952325334619427,11.104972264124868
Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,14500,9.581972891547895,11.164969542507722
Toyota,Sienna XLE Limited,2007,112630,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,11500,9.350189267092581,11.631872267631467
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,6499,8.779557455883728,11.73371424598776
BMW,M240 i,2018,61000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,34000,10.434145214930487,11.0186455364637
RAM,3500 SLT,2017,157272,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,32999,10.404262840448617,11.965738427778135
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,20399,9.923290179832307,11.338583982516495
Jeep,Gladiator Rubicon,2020,27981,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,47500,10.768506042432708,10.23931672529323
Bentley,Continental GT Base,2009,18000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,63000,11.050905878263567,9.798182590890704
Tesla,Model 3 Long Range,2019,27123,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,38200,10.5506169722625,10.208174223803733
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,83900,11.3373928113354,8.024207485778577
Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,19000,9.852246888342531,11.006291045822707
Mazda,MX-5 Miata Club,2021,5093,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,28000,10.239995502805316,8.535818655539403
Bentley,Bentayga W12 Signature,2018,31875,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,115785,11.659498938712094,10.36960865451764
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,7000,8.853808274977197,12.076664170559505
BMW,M6 Base,2015,17900,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,59900,11.000448478455008,9.792611856190192
GMC,Yukon SLT,2015,142792,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,22999,10.043249494911286,11.869151308078278
BMW,750 iL,2001,53814,Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,11800,9.375939552625749,10.893307517698398
Toyota,Tundra Limited,2010,89400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,26900,10.199918739620157,11.400887146781374
Chrysler,300C Base,2007,86000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,15000,9.61587214452889,11.362114203075018
smart,ForTwo Pure,2008,61595,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,5000,8.517393171418904,11.028352212348304
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,38000,10.545367754151743,11.211833885608513
Hummer,H2 Base,2004,130000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16500,9.711176264112805,11.775297421715827
BMW,ALPINA B7 Base,2015,86000,Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,29000,10.275085591132715,11.362114203075018
Land Rover,Range Rover Sport Supercharged,2008,140600,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,7500,8.922791623969637,11.853681370708943
Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,27900,10.236417809461043,10.223140564230144
Ford,Focus SE,2017,91000,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,12500,9.433563920090563,11.418625774449598
